edition	source_digest	set_kind	set_name	set_template_type	applicable_entity	predefined_type	includes_subtypes	member_path	member_kind	value_type	unit_type	source_path	source_file_digest
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActionRequest	type-driven-override	IfcActionRequest		true	RequestComments	single	IfcText		psd/Pset_ActionRequest.xml	9ca742eda7becf56430605ea996ec2b11f1c18cea7412fba87e4458f662e15ff
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActionRequest	type-driven-override	IfcActionRequest		true	RequestSourceLabel	single	IfcLabel		psd/Pset_ActionRequest.xml	9ca742eda7becf56430605ea996ec2b11f1c18cea7412fba87e4458f662e15ff
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActionRequest	type-driven-override	IfcActionRequest		true	RequestSourceName	reference	IfcPerson		psd/Pset_ActionRequest.xml	9ca742eda7becf56430605ea996ec2b11f1c18cea7412fba87e4458f662e15ff
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActorCommon	type-driven-override	IfcActor		true	Category	single	IfcLabel		psd/Pset_ActorCommon.xml	221f3532e6ff74d8eb814d1544cd4749793db1f458e9424ea56be95fce9647bf
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActorCommon	type-driven-override	IfcActor		true	NumberOfActors	single	IfcCountMeasure		psd/Pset_ActorCommon.xml	221f3532e6ff74d8eb814d1544cd4749793db1f458e9424ea56be95fce9647bf
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActorCommon	type-driven-override	IfcActor		true	SkillLevel	single	IfcLabel		psd/Pset_ActorCommon.xml	221f3532e6ff74d8eb814d1544cd4749793db1f458e9424ea56be95fce9647bf
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActuatorPHistory	performance-driven	IfcActuator		true	Position	reference	IfcTimeSeries		psd/Pset_ActuatorPHistory.xml	d03cb17eff77144069f143f7413c9d39637750ebe0e6a28e8c0d38cf59d06ca6
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActuatorPHistory	performance-driven	IfcActuator		true	Quality	reference	IfcTimeSeries		psd/Pset_ActuatorPHistory.xml	d03cb17eff77144069f143f7413c9d39637750ebe0e6a28e8c0d38cf59d06ca6
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActuatorPHistory	performance-driven	IfcActuator		true	Status	reference	IfcTimeSeries		psd/Pset_ActuatorPHistory.xml	d03cb17eff77144069f143f7413c9d39637750ebe0e6a28e8c0d38cf59d06ca6
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActuatorTypeCommon	type-driven-override	IfcActuator		true	Application	enumerated	PEnum_ActuatorApplication		psd/Pset_ActuatorTypeCommon.xml	bdeb4c4222365d1181e2c59f212356e7ee609573bd3593afe32ab4423286d85f
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActuatorTypeCommon	type-driven-override	IfcActuator		true	FailPosition	enumerated	PEnum_FailPosition		psd/Pset_ActuatorTypeCommon.xml	bdeb4c4222365d1181e2c59f212356e7ee609573bd3593afe32ab4423286d85f
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActuatorTypeCommon	type-driven-override	IfcActuator		true	ManualOverride	single	IfcBoolean		psd/Pset_ActuatorTypeCommon.xml	bdeb4c4222365d1181e2c59f212356e7ee609573bd3593afe32ab4423286d85f
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActuatorTypeCommon	type-driven-override	IfcActuator		true	Reference	single	IfcIdentifier		psd/Pset_ActuatorTypeCommon.xml	bdeb4c4222365d1181e2c59f212356e7ee609573bd3593afe32ab4423286d85f
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActuatorTypeCommon	type-driven-override	IfcActuator		true	Status	enumerated			psd/Pset_ActuatorTypeCommon.xml	bdeb4c4222365d1181e2c59f212356e7ee609573bd3593afe32ab4423286d85f
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActuatorTypeElectricActuator	type-driven-override	IfcActuator	ELECTRICACTUATOR	true	ActuatorInputPower	single	IfcPowerMeasure		psd/Pset_ActuatorTypeElectricActuator.xml	dfed81f8d71685dceee4d3f3ab19b339152ccdb103a54a0ad344abf89d7251fc
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActuatorTypeElectricActuator	type-driven-override	IfcActuator	ELECTRICACTUATOR	true	ElectricActuatorType	enumerated	PEnum_ElectricActuatorType		psd/Pset_ActuatorTypeElectricActuator.xml	dfed81f8d71685dceee4d3f3ab19b339152ccdb103a54a0ad344abf89d7251fc
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActuatorTypeHydraulicActuator	type-driven-override	IfcActuator	HYDRAULICACTUATOR	true	InputFlowrate	single	IfcVolumetricFlowRateMeasure		psd/Pset_ActuatorTypeHydraulicActuator.xml	d2de34b2fd1087f151288e0c434a2b600741e7754043d97775f04d0e1f230de5
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActuatorTypeHydraulicActuator	type-driven-override	IfcActuator	HYDRAULICACTUATOR	true	InputPressure	single	IfcPressureMeasure		psd/Pset_ActuatorTypeHydraulicActuator.xml	d2de34b2fd1087f151288e0c434a2b600741e7754043d97775f04d0e1f230de5
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActuatorTypeLinearActuation	type-driven-override	IfcActuator		true	Force	single	IfcForceMeasure		psd/Pset_ActuatorTypeLinearActuation.xml	f97c28b5fcddd85f636225db695d3b529c2a8d36cdadbabbbaf1659c0970cd74
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActuatorTypeLinearActuation	type-driven-override	IfcActuator		true	Stroke	single	IfcLengthMeasure		psd/Pset_ActuatorTypeLinearActuation.xml	f97c28b5fcddd85f636225db695d3b529c2a8d36cdadbabbbaf1659c0970cd74
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActuatorTypePneumaticActuator	type-driven-override	IfcActuator	PNEUMATICACTUATOR	true	InputFlowrate	single	IfcVolumetricFlowRateMeasure		psd/Pset_ActuatorTypePneumaticActuator.xml	a94b764aab9e0134edf3e3e2b7b21ab17236544bc89f2e948f685df34f7431f8
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActuatorTypePneumaticActuator	type-driven-override	IfcActuator	PNEUMATICACTUATOR	true	InputPressure	single	IfcPressureMeasure		psd/Pset_ActuatorTypePneumaticActuator.xml	a94b764aab9e0134edf3e3e2b7b21ab17236544bc89f2e948f685df34f7431f8
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActuatorTypeRotationalActuation	type-driven-override	IfcActuator		true	RangeAngle	single	IfcPlaneAngleMeasure		psd/Pset_ActuatorTypeRotationalActuation.xml	61b57fcf256a74308048ef6bd13be40d6d84c45ac7048a9d9b8c675f3ad28b67
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_ActuatorTypeRotationalActuation	type-driven-override	IfcActuator		true	Torque	single	IfcTorqueMeasure		psd/Pset_ActuatorTypeRotationalActuation.xml	61b57fcf256a74308048ef6bd13be40d6d84c45ac7048a9d9b8c675f3ad28b67
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpace		true	AirSideSystemDistributionType	enumerated	PEnum_AirSideSystemDistributionType		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpace		true	AirSideSystemType	enumerated	PEnum_AirSideSystemType		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpace		true	AirflowSensible	single	IfcVolumetricFlowRateMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpace		true	ApplianceDiversity	single	IfcPositiveRatioMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpace		true	CoolingTemperatureDelta	single	IfcThermodynamicTemperatureMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpace		true	Description	single	IfcLabel		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpace		true	EnergyGainSensible	single	IfcPowerMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpace		true	EnergyGainTotal	single	IfcPowerMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpace		true	EnergyLoss	single	IfcPowerMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpace		true	FanPower	single	IfcPowerMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpace		true	HeatingTemperatureDelta	single	IfcThermodynamicTemperatureMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpace		true	InfiltrationDiversitySummer	single	IfcPositiveRatioMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpace		true	InfiltrationDiversityWinter	single	IfcPositiveRatioMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpace		true	LightingDiversity	single	IfcPositiveRatioMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpace		true	LoadSafetyFactor	single	IfcPositiveRatioMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpace		true	Name	single	IfcLabel		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpace		true	TotalAirflow	single	IfcVolumetricFlowRateMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpace		true	Ventilation	single	IfcVolumetricFlowRateMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpatialZone		true	AirSideSystemDistributionType	enumerated	PEnum_AirSideSystemDistributionType		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpatialZone		true	AirSideSystemType	enumerated	PEnum_AirSideSystemType		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpatialZone		true	AirflowSensible	single	IfcVolumetricFlowRateMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpatialZone		true	ApplianceDiversity	single	IfcPositiveRatioMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpatialZone		true	CoolingTemperatureDelta	single	IfcThermodynamicTemperatureMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpatialZone		true	Description	single	IfcLabel		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpatialZone		true	EnergyGainSensible	single	IfcPowerMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpatialZone		true	EnergyGainTotal	single	IfcPowerMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpatialZone		true	EnergyLoss	single	IfcPowerMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpatialZone		true	FanPower	single	IfcPowerMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpatialZone		true	HeatingTemperatureDelta	single	IfcThermodynamicTemperatureMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpatialZone		true	InfiltrationDiversitySummer	single	IfcPositiveRatioMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpatialZone		true	InfiltrationDiversityWinter	single	IfcPositiveRatioMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpatialZone		true	LightingDiversity	single	IfcPositiveRatioMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpatialZone		true	LoadSafetyFactor	single	IfcPositiveRatioMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpatialZone		true	Name	single	IfcLabel		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpatialZone		true	TotalAirflow	single	IfcVolumetricFlowRateMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcSpatialZone		true	Ventilation	single	IfcVolumetricFlowRateMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcZone		true	AirSideSystemDistributionType	enumerated	PEnum_AirSideSystemDistributionType		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcZone		true	AirSideSystemType	enumerated	PEnum_AirSideSystemType		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcZone		true	AirflowSensible	single	IfcVolumetricFlowRateMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcZone		true	ApplianceDiversity	single	IfcPositiveRatioMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcZone		true	CoolingTemperatureDelta	single	IfcThermodynamicTemperatureMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcZone		true	Description	single	IfcLabel		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcZone		true	EnergyGainSensible	single	IfcPowerMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcZone		true	EnergyGainTotal	single	IfcPowerMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcZone		true	EnergyLoss	single	IfcPowerMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcZone		true	FanPower	single	IfcPowerMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcZone		true	HeatingTemperatureDelta	single	IfcThermodynamicTemperatureMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcZone		true	InfiltrationDiversitySummer	single	IfcPositiveRatioMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcZone		true	InfiltrationDiversityWinter	single	IfcPositiveRatioMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcZone		true	LightingDiversity	single	IfcPositiveRatioMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
IFC4_ADD2_TC1	57227d4c82f9903bc59cb5bade18a49f2c5f2c9363d0293ccb68fed8765d36e3	psd	Pset_AirSideSystemInformation	type-driven-override	IfcZone		true	LoadSafetyFactor	single	IfcPositiveRatioMeasure		psd/Pset_AirSideSystemInformation.xml	58ba3f0b74858876fe0db145093fd56d81ef1189e17d4b5e8e85fdce6a35a950
